bike_id,bike_start,bike_end,avg_duration_mins,total_trips,total_duration_hours,total_days_hired
,2017-06-15 12:06:00.000000 UTC,2017-06-29 08:29:00.000000 UTC,341.1538462,15,73.91666667,10
1,2015-01-04 11:48:00.000000 UTC,2022-09-12 20:58:00.000000 UTC,24.78328738,5804,2396.956944,1665
2,2015-01-05 15:59:00.000000 UTC,2022-10-29 20:47:00.000000 UTC,20.76468808,3799,1314.750833,1003
3,2015-01-04 12:21:00.000000 UTC,2016-01-02 03:37:00.000000 UTC,21.10131108,839,295.0666667,237
4,2015-01-06 13:37:00.000000 UTC,2023-01-11 19:29:00.000000 UTC,22.86901606,5357,2041.440833,1486
5,2015-01-05 09:32:00.000000 UTC,2022-11-12 13:49:00.000000 UTC,22.41891211,5886,2199.295278,1665
6,2015-01-06 20:01:00.000000 UTC,2023-01-15 15:46:00.000000 UTC,20.26969514,4964,1676.979444,1411
7,2015-01-05 20:59:00.000000 UTC,2022-09-17 17:12:00.000000 UTC,19.86389826,2669,882.9502778,733
8,2015-01-13 09:11:00.000000 UTC,2022-09-08 19:06:00.000000 UTC,22.96641726,6148,2353.292222,1711
9,2015-01-04 14:03:00.000000 UTC,2020-12-12 11:26:00.000000 UTC,22.41291175,4920,1837.111667,1396
10,2015-01-06 17:33:00.000000 UTC,2019-10-05 16:28:00.000000 UTC,19.92922845,3982,1321.64,1070
13,2015-01-04 15:10:00.000000 UTC,2020-10-11 16:19:00.000000 UTC,21.16886285,5077,1791.238611,1368
14,2015-01-15 12:32:00.000000 UTC,2017-08-18 12:16:00.000000 UTC,22.53070042,1979,741.6355556,528
15,2015-01-04 05:51:00.000000 UTC,2019-09-08 15:02:00.000000 UTC,18.61220238,3472,1077.026111,964
16,2015-01-05 10:29:00.000000 UTC,2022-07-28 07:58:00.000000 UTC,21.26666667,4705,1667.306667,1336
17,2015-01-11 12:54:00.000000 UTC,2022-09-09 16:45:00.000000 UTC,20.04311005,5839,1949.860556,1512
18,2015-01-04 11:47:00.000000 UTC,2021-07-11 19:32:00.000000 UTC,21.50111729,5760,2063.390556,1464
19,2015-01-07 16:35:00.000000 UTC,2022-09-04 18:14:00.000000 UTC,20.27155503,4613,1558.544722,1250
20,2015-01-05 19:19:00.000000 UTC,2022-09-09 18:30:00.000000 UTC,21.44588263,5580,1993.752222,1577
21,2015-01-04 19:47:00.000000 UTC,2022-07-27 12:54:00.000000 UTC,20.6106488,5709,1960.759722,1559
22,2015-01-12 07:59:00.000000 UTC,2022-07-10 13:04:00.000000 UTC,21.53178301,5776,2071.716389,1590
23,2015-01-05 08:10:00.000000 UTC,2019-04-11 09:35:00.000000 UTC,21.16851199,2840,1000.565,771
24,2015-01-04 01:08:00.000000 UTC,2021-08-02 14:27:00.000000 UTC,23.52206698,4511,1767.683333,1203
25,2015-01-04 12:48:00.000000 UTC,2022-06-16 21:30:00.000000 UTC,20.81426543,5400,1873.283889,1531
26,2015-01-05 16:57:00.000000 UTC,2020-06-13 15:49:00.000000 UTC,25.09554716,4369,1826.955833,1219
27,2015-01-06 13:22:00.000000 UTC,2021-01-23 17:07:00.000000 UTC,25.83655815,4363,1878.317778,1231
28,2015-01-05 08:42:00.000000 UTC,2022-04-26 09:06:00.000000 UTC,22.47835382,3742,1401.9,1039
29,2015-01-05 07:30:00.000000 UTC,2022-09-06 07:54:00.000000 UTC,22.70444444,5913,2236.387778,1605
30,2015-01-04 14:29:00.000000 UTC,2021-03-11 19:25:00.000000 UTC,23.22499257,4486,1735.681111,1195
31,2015-01-04 18:34:00.000000 UTC,2017-04-09 15:31:00.000000 UTC,21.76051948,1925,698.15,508
32,2015-01-04 21:37:00.000000 UTC,2018-09-13 08:25:00.000000 UTC,21.95926765,3311,1211.053611,886
33,2015-01-04 12:18:00.000000 UTC,2022-08-07 15:34:00.000000 UTC,24.35847968,5809,2357.900833,1627
34,2015-07-18 17:38:00.000000 UTC,2021-02-13 15:10:00.000000 UTC,19.90429915,4753,1575.425278,1285
35,2015-01-04 16:22:00.000000 UTC,2020-01-15 20:52:00.000000 UTC,19.12432829,4095,1304.916667,1143
36,2015-01-05 07:03:00.000000 UTC,2021-01-29 20:02:00.000000 UTC,21.38077329,4733,1686.586667,1345
37,2015-01-15 09:29:00.000000 UTC,2018-04-04 12:11:00.000000 UTC,29.76329238,2036,1009.471667,568
38,2015-01-04 11:36:00.000000 UTC,2022-04-16 14:18:00.000000 UTC,22.65711436,5684,2145.251111,1563
39,2015-01-06 11:38:00.000000 UTC,2022-09-09 12:31:00.000000 UTC,20.91667153,6859,2391.124167,1821
40,2015-01-05 17:18:00.000000 UTC,2017-04-11 13:47:00.000000 UTC,21.53039598,1793,643.4,504
41,2015-01-05 08:29:00.000000 UTC,2022-07-21 13:24:00.000000 UTC,23.205918,5611,2169.753333,1573
42,2015-01-07 08:15:00.000000 UTC,2020-12-26 08:29:00.000000 UTC,20.90882722,5046,1758.083889,1335
43,2015-01-05 05:38:00.000000 UTC,2022-07-19 12:44:00.000000 UTC,21.54085255,6245,2241.684722,1717
44,2015-01-06 18:07:00.000000 UTC,2020-12-19 11:59:00.000000 UTC,21.46378627,4629,1655.931111,1282
45,2015-01-05 22:10:00.000000 UTC,2020-10-18 01:37:00.000000 UTC,21.20080878,5094,1798.535278,1356
46,2015-01-05 04:00:00.000000 UTC,2022-02-22 21:35:00.000000 UTC,21.05649872,4943,1734.353611,1385
49,2015-04-01 15:21:00.000000 UTC,2021-03-05 18:30:00.000000 UTC,22.20147126,5110,1890.455278,1405
50,2015-01-04 03:39:00.000000 UTC,2020-04-06 17:38:00.000000 UTC,19.85676109,3742,1238.4,966
51,2015-01-06 09:47:00.000000 UTC,2022-07-14 14:12:00.000000 UTC,21.58087394,5828,2096.222222,1612
52,2015-01-05 09:04:00.000000 UTC,2022-08-07 14:45:00.000000 UTC,21.85657923,6139,2235.928056,1651
53,2015-01-04 10:37:00.000000 UTC,2018-05-21 10:48:00.000000 UTC,18.88951444,2541,799.6561111,687
54,2015-01-04 18:50:00.000000 UTC,2017-05-16 16:12:00.000000 UTC,21.19906201,1919,678.0166667,521
55,2015-01-04 18:04:00.000000 UTC,2022-09-06 17:39:00.000000 UTC,21.67982092,5789,2091.741389,1615
56,2015-01-04 15:56:00.000000 UTC,2015-03-07 17:28:00.000000 UTC,17.35028249,177,51.18333333,43
57,2015-01-04 18:42:00.000000 UTC,2015-10-09 19:10:00.000000 UTC,21.70318021,566,204.7333333,141
58,2015-01-10 09:03:00.000000 UTC,2022-08-15 13:34:00.000000 UTC,21.35320685,5959,2119.661667,1680
59,2015-01-05 10:04:00.000000 UTC,2016-07-12 08:04:00.000000 UTC,19.80215232,1208,398.6833333,346
60,2015-01-05 18:16:00.000000 UTC,2022-03-28 18:39:00.000000 UTC,20.93927487,5600,1953.983333,1563
61,2015-01-06 08:32:00.000000 UTC,2021-04-07 17:06:00.000000 UTC,22.49193866,5088,1906.566667,1391
64,2015-02-11 08:53:00.000000 UTC,2020-11-20 17:29:00.000000 UTC,21.97032538,4692,1718.079444,1153
66,2015-01-05 13:57:00.000000 UTC,2022-07-10 14:28:00.000000 UTC,19.42881148,5715,1849.946667,1613
67,2015-01-05 17:54:00.000000 UTC,2022-05-31 01:33:00.000000 UTC,21.64895559,5314,1917.375833,1478
69,2015-01-04 12:18:00.000000 UTC,2021-02-20 12:25:00.000000 UTC,20.58661392,4173,1431.112778,1161
71,2015-01-04 16:09:00.000000 UTC,2020-10-11 12:57:00.000000 UTC,24.61458293,5131,2103.316111,1375
72,2015-01-05 17:52:00.000000 UTC,2022-09-09 09:34:00.000000 UTC,20.90195597,6315,2199.5825,1697
73,2015-01-06 02:53:00.000000 UTC,2022-05-14 11:54:00.000000 UTC,22.34067984,5717,2128.694444,1609
74,2015-01-09 06:19:00.000000 UTC,2022-09-07 23:45:00.000000 UTC,24.46338145,5820,2372.540278,1645
75,2015-01-05 20:13:00.000000 UTC,2022-05-14 15:30:00.000000 UTC,30.95910097,4516,2330.188333,1350
76,2015-01-05 07:31:00.000000 UTC,2021-01-29 18:25:00.000000 UTC,27.78030456,4950,2290.486111,1369
77,2015-01-05 18:07:00.000000 UTC,2022-02-12 11:00:00.000000 UTC,21.61475912,6151,2215.873056,1687
78,2015-01-08 19:28:00.000000 UTC,2022-03-29 06:51:00.000000 UTC,22.21246442,5153,1907.310278,1493
79,2015-01-04 00:23:00.000000 UTC,2021-10-31 01:58:00.000000 UTC,24.13106141,4717,1897.103611,1400
80,2015-01-04 11:29:00.000000 UTC,2022-04-27 12:04:00.000000 UTC,22.39926423,4621,1725.116667,1325
81,2015-01-05 12:05:00.000000 UTC,2022-09-09 10:32:00.000000 UTC,23.2910936,5775,2240.991389,1618
82,2015-01-04 11:55:00.000000 UTC,2015-05-28 17:17:00.000000 UTC,17.33467742,496,143.3,115
83,2015-01-05 08:17:00.000000 UTC,2021-03-08 07:38:00.000000 UTC,21.23912919,4671,1653.112222,1322
85,2015-01-05 16:27:00.000000 UTC,2021-08-07 02:29:00.000000 UTC,21.27780216,5469,1939.471667,1489
86,2015-01-04 14:53:00.000000 UTC,2017-08-09 09:55:00.000000 UTC,22.66068849,2077,784.4375,557
87,2015-01-04 11:14:00.000000 UTC,2018-08-11 18:27:00.000000 UTC,22.97809624,2862,1095.672222,758
88,2015-01-05 16:26:00.000000 UTC,2021-03-29 14:58:00.000000 UTC,22.04507092,4230,1554.1775,1169
89,2015-01-04 02:22:00.000000 UTC,2021-01-29 18:28:00.000000 UTC,20.36155823,5320,1804.712778,1421
90,2015-01-09 12:13:00.000000 UTC,2021-04-07 13:55:00.000000 UTC,22.59400103,5190,1953.251389,1441
92,2015-01-15 08:53:00.000000 UTC,2020-12-11 17:33:00.000000 UTC,20.81372987,4927,1708.807222,1364
93,2015-01-05 17:43:00.000000 UTC,2016-08-13 16:05:00.000000 UTC,19.98550725,1242,413.7,351
94,2015-01-04 01:21:00.000000 UTC,2022-07-07 13:56:00.000000 UTC,21.60423848,5454,1963.825278,1475
95,2015-01-05 20:10:00.000000 UTC,2022-04-23 15:09:00.000000 UTC,20.38902314,4886,1659.326667,1428
96,2015-01-04 00:44:00.000000 UTC,2015-04-27 18:40:00.000000 UTC,18.76086957,460,143.8333333,102
97,2015-01-05 08:15:00.000000 UTC,2022-04-20 09:07:00.000000 UTC,21.32529342,5881,2089.523333,1519
98,2015-01-04 12:44:00.000000 UTC,2022-09-09 15:02:00.000000 UTC,19.96432499,5395,1795.125556,1519
99,2015-01-05 08:00:00.000000 UTC,2017-06-23 15:27:00.000000 UTC,21.49264029,2176,778.75,588
100,2015-01-05 09:01:00.000000 UTC,2022-07-01 14:48:00.000000 UTC,22.4375877,5229,1954.313889,1495
101,2015-01-04 11:34:00.000000 UTC,2016-08-05 09:19:00.000000 UTC,21.06957133,1423,499.7,391
102,2015-01-05 09:26:00.000000 UTC,2021-12-14 19:05:00.000000 UTC,22.98653367,4010,1536.266667,1089
103,2015-01-05 08:14:00.000000 UTC,2019-08-22 10:28:00.000000 UTC,20.47665754,4019,1370.912222,1110
104,2015-01-04 10:24:00.000000 UTC,2022-02-08 08:45:00.000000 UTC,20.29881718,4046,1368.140278,1136
105,2015-01-04 10:41:00.000000 UTC,2021-08-08 21:51:00.000000 UTC,22.16044583,5286,1952.335278,1458
106,2015-01-04 18:36:00.000000 UTC,2022-05-20 21:14:00.000000 UTC,22.50855308,4931,1849.452778,1379
107,2015-01-05 19:51:00.000000 UTC,2021-10-01 16:46:00.000000 UTC,24.65374692,5273,2165.831667,1515
108,2015-01-05 06:54:00.000000 UTC,2020-12-27 15:42:00.000000 UTC,22.83258314,5133,1952.946944,1369
109,2015-01-10 17:53:00.000000 UTC,2022-04-22 07:58:00.000000 UTC,21.6842354,5822,2103.370833,1615
110,2015-01-10 22:36:00.000000 UTC,2016-07-05 18:28:00.000000 UTC,37.44797936,1163,725.8666667,356
112,2015-01-05 06:54:00.000000 UTC,2022-09-09 07:56:00.000000 UTC,22.26627339,5935,2201.763333,1630
113,2015-01-05 07:41:00.000000 UTC,2018-07-02 19:40:00.000000 UTC,19.24161671,3338,1069.833889,851
114,2015-01-04 11:04:00.000000 UTC,2021-01-28 12:53:00.000000 UTC,20.25736096,4586,1548,1303
115,2015-01-05 10:01:00.000000 UTC,2020-09-20 14:42:00.000000 UTC,19.76310921,4686,1543.169444,1205
116,2015-01-04 08:19:00.000000 UTC,2020-11-23 07:56:00.000000 UTC,20.16155314,3318,1114.933889,887
117,2015-01-05 09:04:00.000000 UTC,2018-07-01 16:50:00.000000 UTC,20.5821412,2881,987.9427778,792
118,2015-01-05 07:37:00.000000 UTC,2020-10-19 18:15:00.000000 UTC,23.29679825,4942,1918.103056,1281
119,2015-01-12 08:29:00.000000 UTC,2021-01-27 15:34:00.000000 UTC,21.50467946,4274,1531.85,1208
120,2015-01-10 16:41:00.000000 UTC,2017-05-27 14:40:00.000000 UTC,21.37229242,2216,789.35,626
121,2015-01-04 16:11:00.000000 UTC,2021-02-16 16:05:00.000000 UTC,21.83076427,5168,1878.901111,1425
122,2015-01-04 13:22:00.000000 UTC,2020-12-02 07:02:00.000000 UTC,21.44986917,4588,1639.485,1262
123,2015-01-05 12:20:00.000000 UTC,2022-09-09 15:25:00.000000 UTC,22.97281148,5904,2259.758889,1562
124,2015-02-06 17:10:00.000000 UTC,2022-04-02 18:30:00.000000 UTC,21.61157729,5912,2129.100556,1622
125,2015-01-04 13:10:00.000000 UTC,2022-09-07 18:01:00.000000 UTC,23.15631374,5393,2081.366667,1515
126,2015-01-06 08:24:00.000000 UTC,2021-02-19 15:34:00.000000 UTC,21.14613801,5020,1768.874444,1364
127,2015-01-09 18:36:00.000000 UTC,2015-05-07 13:32:00.000000 UTC,16.47787611,226,62.06666667,75
128,2015-01-04 18:13:00.000000 UTC,2022-07-22 18:52:00.000000 UTC,23.79978073,6921,2743.718056,1807
129,2015-01-04 02:47:00.000000 UTC,2017-06-13 18:22:00.000000 UTC,19.79176307,2161,712.8333333,576
130,2015-01-05 08:20:00.000000 UTC,2022-08-10 14:28:00.000000 UTC,23.43866325,5663,2212.219167,1591
131,2015-01-05 11:06:00.000000 UTC,2022-03-01 08:47:00.000000 UTC,21.76396889,5487,1989.952222,1462
132,2015-01-07 16:56:00.000000 UTC,2020-11-15 21:13:00.000000 UTC,21.1447108,4547,1602.416667,1261
133,2015-01-09 08:44:00.000000 UTC,2022-08-28 20:20:00.000000 UTC,21.82339937,5805,2111.413889,1569
134,2015-01-13 12:12:00.000000 UTC,2022-05-06 17:55:00.000000 UTC,18.89842123,4932,1552.820278,1299
135,2015-01-05 10:21:00.000000 UTC,2022-09-09 20:32:00.000000 UTC,22.63707668,5700,2150.145,1572
136,2015-01-09 21:23:00.000000 UTC,2021-01-25 09:16:00.000000 UTC,23.70689528,4522,1785.919444,1238
138,2015-01-04 12:47:00.000000 UTC,2022-08-06 12:38:00.000000 UTC,20.14089795,6255,2099.688611,1630
139,2015-01-06 17:41:00.000000 UTC,2022-09-06 17:39:00.000000 UTC,21.58802531,6641,2388.715,1761
140,2015-01-04 00:14:00.000000 UTC,2020-10-10 16:46:00.000000 UTC,24.44179322,5138,2092.2175,1329
141,2015-01-04 20:13:00.000000 UTC,2019-11-30 13:41:00.000000 UTC,20.09309112,4101,1373.362778,1107
142,2015-01-13 07:36:00.000000 UTC,2020-12-30 14:38:00.000000 UTC,21.19593369,4816,1701.326944,1298
143,2015-01-04 10:45:00.000000 UTC,2021-02-22 21:51:00.000000 UTC,22.8116267,4506,1712.392778,1292
144,2015-01-04 10:51:00.000000 UTC,2022-08-17 19:28:00.000000 UTC,20.72832543,5692,1966.081667,1591
145,2015-01-05 07:53:00.000000 UTC,2021-02-23 15:45:00.000000 UTC,23.51652533,4600,1802.541667,1269
146,2015-01-12 09:48:00.000000 UTC,2022-07-04 08:48:00.000000 UTC,20.57691587,5338,1830.316667,1463
148,2015-01-09 22:38:00.000000 UTC,2022-09-07 09:01:00.000000 UTC,21.31068709,5911,2098.7475,1620
149,2015-01-04 13:19:00.000000 UTC,2022-09-09 14:34:00.000000 UTC,21.2262293,6504,2299.861944,1774
150,2015-01-14 18:06:00.000000 UTC,2021-01-18 16:12:00.000000 UTC,22.62256672,4710,1775.494444,1288
151,2015-01-06 08:26:00.000000 UTC,2021-02-18 17:07:00.000000 UTC,22.63498682,5062,1908.883889,1383
152,2015-01-04 17:46:00.000000 UTC,2021-09-22 19:26:00.000000 UTC,22.11228054,5451,2008.163611,1500
153,2015-01-04 15:21:00.000000 UTC,2022-07-17 15:55:00.000000 UTC,22.8237334,6101,2320.0325,1689
154,2015-01-05 08:25:00.000000 UTC,2016-08-05 20:52:00.000000 UTC,20.25317528,1181,398.65,341
155,2015-01-04 18:17:00.000000 UTC,2020-11-28 22:22:00.000000 UTC,23.74691555,5012,1982.471667,1340
156,2015-01-05 08:20:00.000000 UTC,2021-03-01 12:06:00.000000 UTC,22.50538795,4775,1790.303611,1291
157,2015-01-04 14:54:00.000000 UTC,2021-02-11 17:02:00.000000 UTC,20.46691508,5032,1716.491944,1314
158,2015-01-06 18:31:00.000000 UTC,2021-04-13 12:21:00.000000 UTC,23.29351485,5549,2153.097222,1534
159,2015-01-05 12:08:00.000000 UTC,2022-05-21 09:23:00.000000 UTC,22.08841208,5651,2080.360278,1573
160,2015-01-30 09:34:00.000000 UTC,2020-08-17 18:14:00.000000 UTC,22.25249773,4404,1633.333333,1206
161,2016-05-05 14:09:00.000000 UTC,2020-05-22 21:27:00.000000 UTC,20.49192476,3361,1146.864722,911
162,2015-01-07 09:40:00.000000 UTC,2021-01-22 12:16:00.000000 UTC,34.268996,4752,2713.533333,1308
163,2015-01-09 09:35:00.000000 UTC,2022-09-09 17:24:00.000000 UTC,22.82405083,6533,2484.778333,1755
164,2015-01-06 17:51:00.000000 UTC,2021-01-23 17:19:00.000000 UTC,21.67057212,4563,1647.685833,1243
165,2015-01-19 14:44:00.000000 UTC,2020-12-20 16:53:00.000000 UTC,21.18471636,2847,1004.155556,795
166,2015-01-05 01:18:00.000000 UTC,2018-05-30 09:28:00.000000 UTC,21.83948708,2619,953.2936111,727
167,2015-01-08 13:31:00.000000 UTC,2017-07-05 17:10:00.000000 UTC,21.36398144,2372,844.2333333,626
168,2015-01-23 15:32:00.000000 UTC,2021-01-15 10:31:00.000000 UTC,20.94209302,4947,1725.9775,1367
170,2015-01-04 10:27:00.000000 UTC,2022-09-09 17:49:00.000000 UTC,20.05581578,6363,2126.585,1710
172,2015-01-15 18:12:00.000000 UTC,2022-06-02 11:56:00.000000 UTC,20.23331693,5083,1713.424722,1441
173,2015-01-04 20:41:00.000000 UTC,2022-08-21 18:16:00.000000 UTC,22.60578628,5829,2195.398611,1636
175,2015-01-05 17:22:00.000000 UTC,2021-07-30 12:22:00.000000 UTC,20.29276054,5028,1700.533333,1395
176,2015-01-07 08:07:00.000000 UTC,2020-01-12 17:23:00.000000 UTC,20.3407145,3387,1148.233333,922
177,2015-01-05 08:36:00.000000 UTC,2021-01-23 13:43:00.000000 UTC,25.87095436,4821,2078.3,1236
178,2015-01-18 13:35:00.000000 UTC,2022-09-08 09:31:00.000000 UTC,22.2877447,3729,1385.183333,1018
179,2015-01-04 14:51:00.000000 UTC,2022-04-20 20:28:00.000000 UTC,21.83034898,5837,2123.365278,1601
180,2015-01-04 00:25:00.000000 UTC,2020-06-20 21:30:00.000000 UTC,21.04490136,4598,1612.039444,1277
181,2015-01-04 11:25:00.000000 UTC,2021-01-21 10:21:00.000000 UTC,19.99424545,5423,1804.813889,1417
182,2015-01-08 17:39:00.000000 UTC,2022-09-09 19:31:00.000000 UTC,23.46175415,5297,2070.890833,1498
183,2015-12-04 18:23:00.000000 UTC,2022-09-09 16:49:00.000000 UTC,22.08427643,4153,1528.6,1212
184,2015-01-04 04:12:00.000000 UTC,2020-11-19 20:20:00.000000 UTC,21.36380807,4572,1627.566111,1245
185,2015-01-12 07:14:00.000000 UTC,2022-09-09 18:42:00.000000 UTC,22.93901802,5681,2171.178056,1572
186,2015-01-04 12:07:00.000000 UTC,2021-06-25 15:08:00.000000 UTC,21.3671424,6203,2208.294167,1557
188,2015-01-04 02:55:00.000000 UTC,2019-06-29 23:33:00.000000 UTC,24.31627163,3544,1436.281111,973
189,2015-01-06 08:35:00.000000 UTC,2020-03-23 12:49:00.000000 UTC,19.92032296,4884,1620.850278,1275
190,2015-01-04 15:10:00.000000 UTC,2020-07-13 14:07:00.000000 UTC,21.23032334,4702,1663.395833,1287
191,2015-01-04 17:14:00.000000 UTC,2020-07-30 14:51:00.000000 UTC,22.17377049,2745,1014.45,702
192,2015-01-05 07:36:00.000000 UTC,2020-01-10 18:07:00.000000 UTC,19.4224753,4086,1321.699444,1123
193,2015-01-04 12:32:00.000000 UTC,2022-04-19 18:40:00.000000 UTC,22.05376667,5501,2021.595278,1565
195,2015-01-04 09:51:00.000000 UTC,2021-03-02 17:19:00.000000 UTC,21.37835879,4715,1679.626389,1295
196,2015-01-04 14:29:00.000000 UTC,2019-05-11 16:37:00.000000 UTC,23.08176136,3573,1374.518889,977
197,2015-01-05 08:12:00.000000 UTC,2019-06-28 16:10:00.000000 UTC,22.83979081,3667,1395.130556,994
198,2015-01-04 13:44:00.000000 UTC,2022-09-05 15:32:00.000000 UTC,21.87126925,6127,2233.421111,1674
199,2015-01-05 08:32:00.000000 UTC,2022-06-13 15:16:00.000000 UTC,23.93072917,5859,2335.639167,1685
200,2015-01-06 08:34:00.000000 UTC,2021-08-26 16:15:00.000000 UTC,22.11875986,5074,1869.7725,1422
201,2015-01-05 17:17:00.000000 UTC,2020-05-31 19:11:00.000000 UTC,21.22751725,4545,1606.923056,1200
202,2015-01-08 07:59:00.000000 UTC,2020-06-23 19:03:00.000000 UTC,21.4494132,4376,1563.662222,1191
203,2015-01-12 06:14:00.000000 UTC,2022-02-05 10:00:00.000000 UTC,22.70496394,4161,1574.210833,1185
204,2015-01-04 15:38:00.000000 UTC,2021-03-23 10:12:00.000000 UTC,23.97548696,5156,2058.295556,1414
205,2015-01-04 18:39:00.000000 UTC,2015-02-15 19:11:00.000000 UTC,15.19565217,46,11.65,17
206,2015-01-05 17:30:00.000000 UTC,2021-03-30 20:28:00.000000 UTC,21.35908272,5553,1975.359167,1482
207,2015-01-04 14:05:00.000000 UTC,2022-09-03 21:01:00.000000 UTC,22.69205602,5630,2128.893056,1515
208,2015-01-12 07:18:00.000000 UTC,2022-07-15 18:55:00.000000 UTC,22.44446786,5458,2040.950278,1513
209,2015-01-06 08:46:00.000000 UTC,2022-04-11 18:16:00.000000 UTC,21.59738416,5356,1926.486667,1467
210,2015-01-08 12:09:00.000000 UTC,2021-01-23 17:30:00.000000 UTC,28.44126952,4910,2327.443889,1356
212,2015-01-06 11:50:00.000000 UTC,2021-01-27 18:13:00.000000 UTC,21.37151568,5741,2044.541667,1454
213,2015-01-08 09:12:00.000000 UTC,2022-09-02 18:35:00.000000 UTC,21.66570513,5775,2084.240833,1619
214,2015-01-05 06:46:00.000000 UTC,2022-01-22 04:22:00.000000 UTC,24.09072877,5574,2236.824167,1520
215,2015-01-05 08:06:00.000000 UTC,2021-04-04 18:46:00.000000 UTC,21.50120844,4773,1710.062778,1329
216,2015-01-06 09:42:00.000000 UTC,2022-03-26 09:14:00.000000 UTC,20.92100683,4542,1582.674167,1313
217,2015-01-05 11:29:00.000000 UTC,2021-03-16 19:30:00.000000 UTC,22.01643893,4758,1745.536667,1371
218,2015-01-05 18:37:00.000000 UTC,2022-09-09 13:06:00.000000 UTC,20.52822967,3135,1072.6,877
219,2015-01-05 06:57:00.000000 UTC,2021-03-16 15:30:00.000000 UTC,20.88023572,5022,1746.979722,1384
221,2015-01-05 14:29:00.000000 UTC,2016-10-08 18:58:00.000000 UTC,20.75274725,1274,440.65,357
222,2015-01-07 08:49:00.000000 UTC,2022-08-14 12:45:00.000000 UTC,20.58975831,6097,2091.919444,1680
223,2015-01-04 18:32:00.000000 UTC,2015-06-27 13:41:00.000000 UTC,19.23287671,365,117,101
224,2015-01-07 02:57:00.000000 UTC,2022-09-09 10:06:00.000000 UTC,20.02283156,5827,1944.216944,1601
225,2015-01-04 11:38:00.000000 UTC,2018-08-25 14:25:00.000000 UTC,25.29694927,3339,1407.353611,873
227,2015-01-04 14:51:00.000000 UTC,2022-09-09 18:35:00.000000 UTC,21.52691838,6001,2152.333056,1692
228,2015-04-22 19:54:00.000000 UTC,2022-09-07 15:44:00.000000 UTC,23.83516612,3693,1466.657222,1057
229,2015-01-04 01:15:00.000000 UTC,2016-02-12 15:49:00.000000 UTC,18.13977273,880,266.05,243
230,2015-01-04 15:45:00.000000 UTC,2021-02-20 17:21:00.000000 UTC,18.7618859,5048,1578.5,1333
231,2015-01-04 11:14:00.000000 UTC,2018-04-07 03:25:00.000000 UTC,22.07868095,2851,1048.001389,789
232,2015-01-04 09:56:00.000000 UTC,2022-05-05 23:58:00.000000 UTC,21.6922665,5698,2059.319167,1614
233,2015-01-10 19:36:00.000000 UTC,2020-12-12 14:25:00.000000 UTC,22.19513351,5031,1861.061944,1391
234,2015-01-04 01:32:00.000000 UTC,2022-06-03 18:41:00.000000 UTC,28.29244152,5614,2647.229444,1574
235,2015-01-05 11:50:00.000000 UTC,2018-10-08 17:13:00.000000 UTC,21.60470989,2792,1005.339167,736
236,2015-01-04 13:48:00.000000 UTC,2021-01-19 12:48:00.000000 UTC,23.35947177,5309,2066.145278,1440
237,2015-01-05 07:10:00.000000 UTC,2022-08-14 19:44:00.000000 UTC,22.66957652,5196,1962.8075,1546
238,2015-01-04 13:19:00.000000 UTC,2022-09-09 15:44:00.000000 UTC,22.88270571,5793,2207.799722,1602
239,2015-01-05 18:45:00.000000 UTC,2021-01-23 14:27:00.000000 UTC,21.84386282,3324,1210.15,945
240,2015-01-07 18:14:00.000000 UTC,2022-09-09 22:59:00.000000 UTC,21.66279341,6149,2220.075278,1710
241,2015-01-11 12:19:00.000000 UTC,2020-02-22 13:35:00.000000 UTC,26.22988685,4479,1957.623889,1189
242,2015-01-04 14:49:00.000000 UTC,2020-02-21 14:41:00.000000 UTC,20.32785664,3311,1121.758889,862
243,2015-01-04 10:01:00.000000 UTC,2017-07-31 14:43:00.000000 UTC,20.47416268,2092,713.1833333,592
244,2015-01-05 08:22:00.000000 UTC,2021-01-26 21:17:00.000000 UTC,23.20890284,5416,2094.216667,1401
245,2015-01-05 07:24:00.000000 UTC,2021-04-23 20:39:00.000000 UTC,29.95656457,4636,2314.643889,1314
246,2015-01-05 16:23:00.000000 UTC,2022-08-12 10:50:00.000000 UTC,21.35609791,5850,2081.863611,1656
247,2015-01-04 11:48:00.000000 UTC,2022-04-23 14:39:00.000000 UTC,21.47421456,5656,2023.944722,1581
248,2015-01-04 16:34:00.000000 UTC,2022-08-30 23:45:00.000000 UTC,21.02791463,5521,1934.918611,1507
249,2015-01-04 14:58:00.000000 UTC,2021-01-14 09:54:00.000000 UTC,20.80747616,4930,1709.334167,1327
250,2015-01-07 08:15:00.000000 UTC,2020-10-08 19:17:00.000000 UTC,20.36711164,4607,1563.854722,1246
251,2015-01-04 07:39:00.000000 UTC,2019-07-12 19:43:00.000000 UTC,18.96297593,3713,1173.176111,1022
252,2015-02-12 09:18:00.000000 UTC,2022-09-09 21:46:00.000000 UTC,22.38792517,6372,2376.851389,1775
253,2015-01-09 15:26:00.000000 UTC,2022-03-18 16:18:00.000000 UTC,21.15733296,5375,1894.639167,1463
254,2015-01-06 15:21:00.000000 UTC,2019-06-26 17:15:00.000000 UTC,19.29070591,4096,1316.269167,1070
255,2015-01-04 20:31:00.000000 UTC,2022-07-15 12:09:00.000000 UTC,21.4560995,6078,2173.145278,1673
